ticker,SPY US 01/15/27 P500 Equity,SPY US 01/16/26 C620 Equity,SPY US 01/16/26 C660 Equity,SPY US 01/16/26 P500 Equity,SPY US 01/16/26 P505 Equity,SPY US 01/16/26 P550 Equity,SPY US 01/16/26 P600 Equity,SPY US 01/16/26 P620 Equity,SPY US 01/16/26 P630 Equity,SPY US 01/16/26 P645 Equity,SPY US 01/16/26 P650 Equity,SPY US 02/20/26 P540 Equity,SPY US 02/20/26 P600 Equity,SPY US 02/27/26 P595 Equity,SPY US 03/20/26 P550 Equity,SPY US 03/20/26 P560 Equity,SPY US 03/20/26 P585 Equity,SPY US 06/18/26 P500 Equity,SPY US 06/18/26 P505 Equity,SPY US 06/18/26 P515 Equity,SPY US 06/18/26 P550 Equity,SPY US 06/18/26 P560 Equity,SPY US 06/18/26 P585 Equity,SPY US 06/18/26 P625 Equity,SPY US 06/18/26 P640 Equity,SPY US 06/18/26 P645 Equity,SPY US 06/30/26 P615 Equity,SPY US 09/09/25 C648 Equity,SPY US 09/09/25 C649 Equity,SPY US 09/09/25 C650 Equity,SPY US 09/09/25 P625 Equity,SPY US 09/09/25 P641 Equity,SPY US 09/09/25 P646 Equity,SPY US 09/09/25 P647 Equity,SPY US 09/09/25 P649 Equity,SPY US 09/10/25 C635 Equity,SPY US 09/10/25 C650 Equity,SPY US 09/10/25 C651 Equity,SPY US 09/10/25 C652 Equity,SPY US 09/10/25 C653 Equity,SPY US 09/10/25 C654 Equity,SPY US 09/10/25 C655 Equity,SPY US 09/10/25 P630 Equity,SPY US 09/10/25 P643 Equity,SPY US 09/10/25 P647 Equity,SPY US 09/10/25 P650 Equity,SPY US 09/10/25 P651 Equity,SPY US 09/10/25 P652 Equity,SPY US 09/10/25 P653 Equity,SPY US 09/11/25 C654 Equity,SPY US 09/11/25 C658 Equity,SPY US 09/11/25 C666 Equity,SPY US 09/11/25 P643 Equity,SPY US 09/11/25 P647 Equity,SPY US 09/11/25 P650 Equity,SPY US 09/12/25 C643 Equity,SPY US 09/12/25 C647 Equity,SPY US 09/12/25 C648 Equity,SPY US 09/12/25 C650 Equity,SPY US 09/12/25 C652 Equity,SPY US 09/12/25 C654 Equity,SPY US 09/12/25 C655 Equity,SPY US 09/12/25 C656 Equity,SPY US 09/12/25 P618 Equity,SPY US 09/12/25 P630 Equity,SPY US 09/12/25 P633 Equity,SPY US 09/12/25 P634 Equity,SPY US 09/12/25 P635 Equity,SPY US 09/12/25 P636 Equity,SPY US 09/12/25 P639 Equity,SPY US 09/12/25 P640 Equity,SPY US 09/12/25 P645 Equity,SPY US 09/12/25 P646 Equity,SPY US 09/12/25 P648 Equity,SPY US 09/12/25 P649 Equity,SPY US 09/12/25 P650 Equity,SPY US 09/12/25 P652 Equity,SPY US 09/15/25 P638 Equity,SPY US 09/15/25 P648 Equity,SPY US 09/17/25 P647 Equity,SPY US 09/18/25 C710 Equity,SPY US 09/18/25 P600 Equity,SPY US 09/18/25 P645 Equity,SPY US 09/18/26 C710 Equity,SPY US 09/18/26 P595 Equity,SPY US 09/18/26 P600 Equity,SPY US 09/19/25 C600 Equity,SPY US 09/19/25 C620 Equity,SPY US 09/19/25 C625 Equity,SPY US 09/19/25 C635 Equity,SPY US 09/19/25 C645 Equity,SPY US 09/19/25 C650 Equity,SPY US 09/19/25 C655 Equity,SPY US 09/19/25 C657 Equity,SPY US 09/19/25 C660 Equity,SPY US 09/19/25 C670 Equity,SPY US 09/19/25 P450 Equity,SPY US 09/19/25 P520 Equity,SPY US 09/19/25 P530 Equity,SPY US 09/19/25 P560 Equity,SPY US 09/19/25 P565 Equity,SPY US 09/19/25 P570 Equity,SPY US 09/19/25 P575 Equity,SPY US 09/19/25 P580 Equity,SPY US 09/19/25 P590 Equity,SPY US 09/19/25 P600 Equity,SPY US 09/19/25 P605 Equity,SPY US 09/19/25 P610 Equity,SPY US 09/19/25 P615 Equity,SPY US 09/19/25 P616 Equity,SPY US 09/19/25 P619 Equity,SPY US 09/19/25 P620 Equity,SPY US 09/19/25 P625 Equity,SPY US 09/19/25 P630 Equity,SPY US 09/19/25 P632 Equity,SPY US 09/19/25 P634 Equity,SPY US 09/19/25 P635 Equity,SPY US 09/19/25 P638 Equity,SPY US 09/19/25 P640 Equity,SPY US 09/19/25 P642 Equity,SPY US 09/19/25 P645 Equity,SPY US 09/19/25 P646 Equity,SPY US 09/19/25 P648 Equity,SPY US 09/26/25 C657 Equity,SPY US 09/26/25 P639 Equity,SPY US 09/26/25 P648 Equity,SPY US 09/30/25 C635 Equity,SPY US 09/30/25 C640 Equity,SPY US 09/30/25 C644 Equity,SPY US 09/30/25 C660 Equity,SPY US 09/30/25 C670 Equity,SPY US 09/30/25 P574 Equity,SPY US 09/30/25 P575 Equity,SPY US 09/30/25 P580 Equity,SPY US 09/30/25 P600 Equity,SPY US 09/30/25 P610 Equity,SPY US 09/30/25 P615 Equity,SPY US 09/30/25 P620 Equity,SPY US 09/30/25 P625 Equity,SPY US 09/30/25 P630 Equity,SPY US 09/30/25 P635 Equity,SPY US 09/30/25 P637 Equity,SPY US 09/30/25 P640 Equity,SPY US 09/30/25 P644 Equity,SPY US 09/30/25 P645 Equity,SPY US 09/30/25 P648 Equity,SPY US 09/30/25 P650 Equity,SPY US 10/03/25 C657 Equity,SPY US 10/03/25 P620 Equity,SPY US 10/10/25 C658 Equity,SPY US 10/17/25 C645 Equity,SPY US 10/17/25 C650 Equity,SPY US 10/17/25 C670 Equity,SPY US 10/17/25 P550 Equity,SPY US 10/17/25 P570 Equity,SPY US 10/17/25 P575 Equity,SPY US 10/17/25 P580 Equity,SPY US 10/17/25 P585 Equity,SPY US 10/17/25 P590 Equity,SPY US 10/17/25 P600 Equity,SPY US 10/17/25 P605 Equity,SPY US 10/17/25 P610 Equity,SPY US 10/17/25 P615 Equity,SPY US 10/17/25 P617 Equity,SPY US 10/17/25 P620 Equity,SPY US 10/17/25 P625 Equity,SPY US 10/17/25 P630 Equity,SPY US 10/17/25 P635 Equity,SPY US 10/17/25 P640 Equity,SPY US 10/17/25 P645 Equity,SPY US 10/17/25 P650 Equity,SPY US 10/24/25 P630 Equity,SPY US 10/31/25 C675 Equity,SPY US 10/31/25 P580 Equity,SPY US 10/31/25 P625 Equity,SPY US 10/31/25 P640 Equity,SPY US 11/21/25 C660 Equity,SPY US 11/21/25 P565 Equity,SPY US 11/21/25 P595 Equity,SPY US 11/21/25 P600 Equity,SPY US 11/21/25 P610 Equity,SPY US 11/21/25 P615 Equity,SPY US 11/21/25 P620 Equity,SPY US 11/21/25 P625 Equity,SPY US 11/21/25 P630 Equity,SPY US 11/21/25 P650 Equity,SPY US 11/21/25 P660 Equity,SPY US 12/18/26 C725 Equity,SPY US 12/18/26 C750 Equity,SPY US 12/18/26 C800 Equity,SPY US 12/18/26 P500 Equity,SPY US 12/19/25 C635 Equity,SPY US 12/19/25 C640 Equity,SPY US 12/19/25 C645 Equity,SPY US 12/19/25 C650 Equity,SPY US 12/19/25 C660 Equity,SPY US 12/19/25 C690 Equity,SPY US 12/19/25 C700 Equity,SPY US 12/19/25 P505 Equity,SPY US 12/19/25 P550 Equity,SPY US 12/19/25 P575 Equity,SPY US 12/19/25 P580 Equity,SPY US 12/19/25 P585 Equity,SPY US 12/19/25 P590 Equity,SPY US 12/19/25 P595 Equity,SPY US 12/19/25 P600 Equity,SPY US 12/19/25 P610 Equity,SPY US 12/19/25 P620 Equity,SPY US 12/19/25 P625 Equity,SPY US 12/19/25 P630 Equity,SPY US 12/19/25 P635 Equity,SPY US 12/19/25 P640 Equity,SPY US 12/19/25 P645 Equity,SPY US 12/19/25 P650 Equity,SPY US 12/31/25 C660 Equity,SPY US 12/31/25 P540 Equity,SPY US 12/31/25 P550 Equity,SPY US 12/31/25 P555 Equity,SPY US 12/31/25 P645 Equity
2024-02-23,,12.316,11.694,16.855,16.625,14.438,14.245,16.244,17.151,18.469,18.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65,11.292,,17.635,11.925,11.847,11.796,11.72,11.616,11.407,11.38,16.511,14.39,13.355,13.153,12.868,,,14.237,15.383,,16.864,,17.797,,18.658,,,,,,
2024-02-26,,12.158,11.513,16.858,16.574,14.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.677,11.77,,17.428,11.839,11.771,11.7,11.596,11.538,11.342,11.325,16.502,14.353,13.388,13.232,13.026,,,,,,,,,,,,,,,,
2024-02-27,,12.167,11.601,16.787,16.527,14.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.702,11.639,,17.475,11.841,11.775,11.694,11.651,11.523,11.317,11.285,16.428,14.298,13.245,13.059,12.833,,,,,,,,,,,,,,,,
2024-02-28,,12.206,11.588,16.844,16.622,14.69,15.38,17.316,18.17,19.318,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.644,11.6,,17.555,11.844,11.769,11.691,11.615,11.5,11.314,11.291,16.615,14.701,14.168,14.247,14.434,14.721,15.107,15.581,16.432,17.301,17.753,18.549,18.516,19.424,19.3,20.259,,,,,
2024-02-29,,12.409,11.755,17.019,16.6,14.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.914,11.721,,17.37,12.054,11.974,11.915,11.81,11.714,11.475,11.439,16.525,14.383,13.084,12.81,12.185,,,,,,,,,,,,,,,,
2024-03-01,,12.499,11.831,16.938,16.829,14.851,13.801,15.141,15.927,16.953,17.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.815,11.605,,17.701,12.071,11.991,11.922,11.837,11.729,11.452,11.426,16.808,14.736,13.818,13.674,13.568,13.545,13.637,13.835,14.507,15.235,15.633,16.071,16.549,16.892,17.339,17.634,,,,,
2024-03-04,,12.612,11.939,17.303,17.085,15.141,14.506,15.846,16.462,17.435,17.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92,11.995,,17.62,12.16,12.075,11.996,11.933,11.811,11.561,11.519,17.045,14.917,14.091,13.965,13.882,13.889,13.965,14.175,14.794,15.515,16.38,16.379,16.92,17.581,17.705,18.128,,,,,
2024-03-05,,12.594,11.936,17.051,17.029,14.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.009,11.772,,17.613,12.268,12.204,12.129,12.084,11.901,11.647,11.614,16.809,14.539,13.26,12.623,,,,,,,,,,,,,,,,,
2024-03-06,,12.716,12.093,17.22,17.002,14.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.086,11.967,,17.744,12.392,12.286,12.208,12.127,12.068,11.728,11.83,16.941,14.827,13.506,13.168,12.203,,,,,,,,,,,,,,,,
2024-03-07,,12.852,12.203,17.703,17.257,15.138,14.192,15.273,16.097,17.474,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.101,11.965,,17.909,12.459,12.373,12.296,12.222,12.095,11.851,11.819,17.178,15.055,13.925,13.647,13.522,13.19,13.005,14.286,14.532,15.349,4.688,16.283,16.751,15.965,17.578,16.851,,,,,
2024-03-08,,12.917,12.225,17.302,17.077,14.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.215,11.937,,17.847,12.604,12.512,12.431,12.357,12.227,11.954,11.917,17.16,14.871,13.563,13.114,11.618,,,,,,,,,,,,,,,,
2024-03-11,,13.084,12.454,17.423,17.196,15.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.319,11.983,,17.871,12.645,12.565,12.51,12.443,12.34,12.169,12.154,17.277,15.071,14.036,13.833,13.535,13.232,12.686,,,,,,,,,,,,,,
2024-03-12,,13.033,12.356,17.461,17.239,15.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.375,12.214,,17.885,12.611,12.528,12.449,12.378,12.254,12.074,12.032,17.274,15.171,14.039,13.802,13.547,13.029,,,,,,,,,,,,,,,
2024-03-13,,12.944,12.299,17.502,17.278,15.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.509,12.156,,17.922,12.583,12.505,12.43,12.364,12.251,12.041,12.008,17.321,15.108,14.052,13.786,13.474,,,,,,,,,,,,,,,,
2024-03-14,,12.989,12.341,17.58,17.357,15.358,14.413,16.294,17.555,18.793,19.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.445,12.099,,18.098,12.644,12.565,12.491,12.423,12.309,12.095,12.092,17.382,15.227,14.219,13.991,13.839,13.976,,14.823,15.876,16.793,,17.804,,18.606,,19.35,,,,,
2024-03-15,,12.916,12.33,17.695,17.469,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.482,12.539,,17.798,12.567,12.485,12.421,12.358,12.274,12.05,12.033,17.425,15.292,13.918,13.581,,,,,,,,,,,,,,,,,
2024-03-18,,13.116,12.436,17.864,17.417,15.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.472,12.469,,18.064,12.739,12.654,12.574,12.469,12.38,12.145,12.113,17.435,15.368,14.237,14.059,13.848,,,,,,,,,,,,,,,,
2024-03-19,,13.065,12.4,17.753,17.393,15.59,14.361,16.386,17.68,19.068,19.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.316,12.236,,18.205,12.649,12.567,12.424,12.354,12.304,12.05,12.051,17.485,15.356,14.278,14.075,13.917,13.736,13.715,14.79,,,,17.931,18.32,18.699,,,,,,,
2024-03-20,,13.308,12.619,17.556,17.332,15.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.53,12.307,,18.048,12.823,12.736,12.655,12.547,12.457,12.183,12.122,17.351,15.264,14.063,13.792,13.481,12.942,,,,,,,,,,,,,,,
2024-03-21,,13.361,12.695,17.734,17.507,15.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.744,12.39,,17.981,12.884,12.786,12.702,12.632,12.52,12.337,12.234,17.499,15.416,14.279,14.045,13.79,13.509,,,,,,,,,,,,,,,
2024-03-22,,13.332,12.678,17.773,17.548,15.598,13.764,15.813,16.745,18.044,18.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.588,12.782,,18.306,12.887,12.816,12.742,12.669,12.562,12.415,12.292,17.57,15.513,14.468,14.269,14.078,13.892,13.664,13.89,15.029,15.949,16.385,16.968,17.48,17.859,18.26,18.72,,,,,
2024-03-25,,13.592,12.925,17.698,17.374,15.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.794,12.607,,17.977,12.958,12.893,12.815,12.759,12.642,12.363,12.412,17.379,15.42,14.439,14.168,13.981,13.717,,,,,,,,,,,,,,,
2024-03-26,,13.249,12.65,17.642,17.411,15.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.653,12.242,,18.13,12.9,12.847,12.762,12.681,12.587,12.368,12.353,17.5,15.242,14.137,13.854,13.521,,,,,,,,,,,,,,,,
2024-03-27,,13.253,12.643,17.878,17.532,15.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.644,12.294,,18.071,12.857,12.778,12.701,12.578,12.536,12.312,12.291,17.576,15.428,14.329,14.11,13.886,13.664,13.343,,,,,,,,,,,,,,
2024-03-28,,13.3,12.67,17.828,17.597,15.567,13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.737,12.483,,18.173,12.984,12.912,12.837,12.734,12.642,12.412,12.357,17.603,15.438,14.328,14.109,13.888,13.657,13.319,,,,,,,,,,,,,,
2024-04-01,,13.285,12.64,17.949,17.708,15.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.596,12.997,12.645,12.538,12.418,12.369,12.289,,12.332,12.333,20.455,16.76,16.358,14.809,14.636,14.357,13.932,13.595,13.309,14.488,15.034,15.494,16.034,,,16.641,17.12,17.547,,,18.058,,18.639,,19.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.697,12.689,,18.534,12.951,12.867,12.788,12.703,12.601,12.36,12.277,17.747,15.617,14.543,14.341,14.148,13.975,13.744,13.668,14.915,15.669,16.139,16.671,17.36,17.752,,18.434,,,,,
2024-04-02,,13.329,12.68,17.863,17.672,15.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.386,12.62,12.362,12.273,12.1,11.987,11.983,,11.983,11.664,20.68,16.503,15.927,14.262,13.982,13.542,13.169,12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.706,12.725,,18.496,12.949,12.862,12.782,12.698,12.584,12.363,12.331,17.712,15.519,14.387,14.155,13.893,13.537,,,,,,,,,,,,,,,
2024-04-03,,13.295,12.641,17.918,17.686,15.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42,12.952,12.857,12.695,12.563,12.508,12.46,,12.42,12.354,20.415,16.7,16.192,14.473,14.22,13.828,13.537,12.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.415,12.697,,18.432,12.945,12.857,12.785,12.696,12.581,12.354,12.32,17.718,15.545,14.409,14.172,13.9,13.508,,,,,,,,,,,,,,,
2024-04-04,,13.374,12.735,17.911,17.772,15.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.444,12.997,12.926,12.771,12.645,12.535,12.554,,12.52,12.465,20.404,16.63,16.12,14.619,14.134,14.12,13.717,13.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.806,12.968,,18.155,12.932,12.84,12.77,12.713,12.572,12.412,12.39,17.719,15.479,14.276,13.989,13.597,,,,,,,,,,,,,,,,
2024-04-05,,13.396,12.74,18.194,17.961,15.912,13.9,16.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.483,13.022,12.931,12.776,12.65,12.596,12.548,,12.51,12.441,20.728,17.012,16.511,15.043,14.818,14.596,14.384,14.189,13.676,14.845,15.204,15.617,16.334,,,16.919,17.227,17.605,,,18.279,,18.93,,19.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,12.495,,18.623,13.014,12.932,12.851,12.759,12.656,12.434,12.411,17.996,15.805,14.734,14.497,14.259,14.041,14.076,14.477,15.666,16.341,16.834,17.494,18.054,18.427,18.806,19.307,,,,,
2024-04-08,,13.333,12.672,17.99,17.755,15.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.412,12.945,12.851,12.693,12.565,12.528,12.464,,12.441,12.378,20.513,16.797,16.289,14.789,14.548,14.31,14.065,13.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.683,12.318,,18.55,12.963,12.878,12.799,12.703,12.607,12.381,12.356,17.789,15.608,14.483,14.256,14.021,13.731,,,,,,,,,,,,,,,
2024-04-09,,13.392,12.705,17.917,17.683,15.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,13.015,12.957,12.712,12.581,12.561,12.469,,12.479,12.422,20.438,16.702,16.19,14.698,14.442,14.179,13.895,13.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.685,12.294,,18.566,12.967,12.927,12.823,12.723,12.601,12.409,12.363,17.76,15.554,14.205,13.868,13.41,,,,,,,,,,,,,,,,
